mags,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
6,1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,1
-6,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1
2,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,-1,-1
-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1
-2,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1
-2,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1
4,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1
-2,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1
10,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1
-2,-1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-1
0,-1,-1,-1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1
2,1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1
0,1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1
4,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1
0,-1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1
-6,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1
-8,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
2,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,1
4,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1
0,-1,-1,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1
6,1,1,1,-1,1,-1,1,1,-1,1,1,1,-1,1,-1,1
2,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,1
-2,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1
4,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,1,1
-2,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1
-4,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1
6,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1
2,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,1
-4,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1
-8,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
-4,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
2,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
-2,1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1
0,-1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1
-2,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1
6,-1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1
6,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1
4,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1
0,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,1,-1
0,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,-1
-4,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1
2,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1
4,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1
-4,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1
6,1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1
0,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1
0,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1
4,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,-1
6,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1
4,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,1
-2,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1
-2,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1
-4,-1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1
0,1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1
-2,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1
0,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1
-2,1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1
6,-1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1
-2,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,1
8,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1
-4,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1
6,1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1
-8,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1
-6,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1
0,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,1
-2,-1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1
-2,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1
-2,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1
4,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1
-2,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1
0,-1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1
6,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1
-4,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1
6,1,1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,-1
2,1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,1
0,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1
2,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1
-2,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1
2,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1
6,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1
0,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1
-2,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1
0,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1
-2,-1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1
-4,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1
-10,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
-4,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1
-6,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
-8,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1
6,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1
-2,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,1
2,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,1
4,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1
6,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1
-4,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,1
-8,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
2,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1
-2,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1
-4,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1
-2,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1
4,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1
6,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1
2,-1,1,-1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,-1
2,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
-4,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1
-4,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1
0,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,1,-1
-6,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,1
-6,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1
-4,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1
-10,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
8,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,1,1
-6,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1
6,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1
4,-1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,-1,1,1
-4,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1
6,1,1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,-1,1
4,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,-1
0,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,1
-2,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1
0,1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1
2,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,1,-1
-4,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
-4,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1
-2,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,-1
4,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1
-4,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1
-2,-1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1
2,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1
-6,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
4,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1
-6,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1
0,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1
2,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,1
6,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
-6,-1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1
4,1,1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,1
2,1,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1
0,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1
6,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1
-4,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1
0,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,1
0,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1
2,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,1
2,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,-1
2,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1
0,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1
-2,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1
2,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1
-2,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1
-6,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
0,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
-2,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1
-6,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1
2,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1
-2,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1
2,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1
-2,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,-1
0,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1
-4,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1
-2,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1
-2,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1
2,1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1
2,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1
0,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1
0,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1
0,-1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1
4,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,-1
0,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1
2,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1
0,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1
0,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1
0,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1
-4,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1
0,1,1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1
2,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1
4,1,1,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1
6,1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1
-4,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1
-2,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1
0,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1
-2,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1
-2,-1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1
-10,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
-4,1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1
-2,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1
-6,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
6,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1
4,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1
-4,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1
-2,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1
-4,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
-4,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1
0,1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1
2,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1
-6,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1
2,1,-1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1
12,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-2,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1
-2,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1
0,1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1
2,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1
2,1,1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1
4,1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,1,1,1
2,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1
2,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1
6,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1
-2,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1
8,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1
-4,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1
0,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1
-6,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1
0,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1
-2,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1
10,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1
-6,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
-6,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1
6,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,1
2,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1
-4,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1
-2,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1
-2,-1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1
8,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,-1
-2,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,1
-2,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1
6,1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,-1
0,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1
2,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1
-4,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1
4,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,-1
0,1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1
2,1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1
6,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1
-2,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,1
0,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1
6,1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,1
0,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,1,1
2,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1
0,1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1
-2,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1
0,1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1
4,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,1,1,1
0,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1
0,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1
2,1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1
-4,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1
-4,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1
0,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1
4,-1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1
4,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,-1
-2,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1
-6,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1
-8,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1
0,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,-1
8,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1
6,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1
-2,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1
2,1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1
0,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,1
-4,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,1
-4,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,-1
6,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1
4,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,1,1,-1
-2,-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1
0,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,-1
8,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1
-2,-1,-1,1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1
-8,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
4,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1
-2,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1
0,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,1
-2,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,-1
0,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1
-4,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1
-2,-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1
0,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,1
-4,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1
-2,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1
2,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1
2,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,-1,1,1
0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,1,1
2,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1
0,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1
0,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1
4,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1
-6,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1
-4,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1
-8,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1
6,-1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1
4,1,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1
-2,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1
0,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1
4,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1
4,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,-1
-2,1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1
-4,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
8,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1
0,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1
0,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1
2,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,-1
2,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1
-6,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1
-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1
-2,1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1
2,1,1,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1
-2,1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
2,1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1
-2,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1
2,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1
6,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1
4,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,1,1
-2,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1
-4,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1
6,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1
2,-1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1
0,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1
6,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,-1
2,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1
-4,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1
8,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1
-4,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1
6,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1
-2,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1
0,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1
-4,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1
-2,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1,1,-1
-2,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1
